ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:43	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:44	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:32:45	7.94	9.13	15.42	13.79	14.11	19.62
